vocabulary_id,vocabulary_name,vocabulary_reference,vocabulary_version,vocabulary_concept_id
PIONEER,European Network of Excellence for Big Data in Prostate Cancer,https://github.com/thehyve/ohdsi-omop-pioneer,v0.1,0
